Internal SKU,Brand/Vendor,Product Type,Product Title,Price (USD)
INF-TYS-FOU-2026,Taylor Stitch,Outerwear,The Foundation Sportcoat in Organic Navy Twill,99.0
INF-TYS-FOU-2026,Taylor Stitch,Outerwear,The Foundation Sportcoat in Organic Khaki Twill,118.8
INF-TYS-FOU-2026,Taylor Stitch,Outerwear,The Foundation Sportcoat in Organic Smoked Olive Twill,99.0
INF-TYS-DEC-2026,Taylor Stitch,Outerwear,The Deck Jacket in Dark Navy Bedford Cord,124.0
INF-TYS-WAF-2026,Taylor Stitch,Accessories,The Waffle Sock in Dark Navy,28.0
INF-TYS-WAF-2026,Taylor Stitch,Accessories,The Waffle Sock in Heather Grey,28.0
INF-TYS-WAF-2026,Taylor Stitch,Accessories,The Waffle Sock in Natural,28.0
INF-TYS-WAF-2026,Taylor Stitch,Accessories,The Waffle Sock in Cobalt,16.8
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carmel Pant in Heather Khaki Cotton Linen,103.6
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Heather Oat,40.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Washed Indigo Oxford,132.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Roped Black Indigo,138.0
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Hoodie in Aged Penny Chipped Canvas,148.8
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Indigo Ash Wool Canvas,88.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Rinsed Indigo Sashiko,128.0
INF-TYS-EVA-2026,Taylor Stitch,Knits,The Evans Crew in Dark Ash Birdseye Wool,103.6
INF-TYS-EVA-2026,Taylor Stitch,Knits,The Evans Crew in Forest Birdseye Wool,74.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Deep Sea Twill,138.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Flax Twill,82.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Coal Twill,82.8
INF-TYS-CRA-2026,Taylor Stitch,Knits,The Crawford Sweater in Fatigue Olive,188.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.50,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.49,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.48,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.47,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.46,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.45,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.44,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.43,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.42,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.41,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.40,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.39,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.38,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.37,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.36,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.35,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.34,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.33,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.32,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.31,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.30,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.29,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.28,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.27,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.26,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.25,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.24,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.23,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.22,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.21,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.20,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.19,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.18,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.17,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.16,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.15,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.14,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.13,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.12,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.11,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.10,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.9,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.8,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.7,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.6,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.5,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.4,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.3,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.2,150.0
INF-TYS-TAY-2026,Taylor Stitch,Accessories,The Taylor Stitch x Hypeadelic Cap v.1,150.0
INF-TYS-SEA-2026,Taylor Stitch,Knits,The Seawall Hand-Knit Sweater in Heather Sable,548.0
INF-TYS-WES-2026,Taylor Stitch,Wovens,The Western Shirt Jacket in Washed Indigo,131.6
INF-TYS-HIG-2026,Taylor Stitch,Outerwear,The High Plains Coat in Walnut Shearling,1075.0
INF-TYS-RAN-2026,Taylor Stitch,Wovens,The Ranger Shirt in Tarnished Copper Blanket Stripe,228.0
INF-TYS-GOO-2026,Taylor Stitch,Accessories,The Good Acre Carpenter Pencil (3-Pack),10.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Soil Selvedge Denim,103.6
INF-TYS-CON-2026,Taylor Stitch,Wovens,The Connor Overshirt in Heather Ash Boucle,118.8
INF-TYS-CAM-2026,Taylor Stitch,Accessories,The Camp Sock in Marled Smoked Olive,30.0
INF-TYS-CAM-2026,Taylor Stitch,Accessories,The Camp Sock in Marled Coffee,30.0
INF-TYS-CAM-2026,Taylor Stitch,Accessories,The Camp Sock in Marled Charcoal,30.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Brushed Heather Grey Plaid,89.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Brushed Heather Navy Stripe,89.6
INF-TYS-MOT-2026,Taylor Stitch,Wovens,The Moto Utility Shirt in White Smoke Plaid,96.6
INF-TYS-MOT-2026,Taylor Stitch,Wovens,The Moto Utility Shirt in Black Pine Plaid,96.6
INF-TYS-DEC-2026,Taylor Stitch,Outerwear,The Deck Jacket in Khaki Dry Wax,149.0
INF-TYS-5-P-2026,Taylor Stitch,Accessories,The 5-Panel Cap in Khaki Reverse Sateen,28.8
INF-TYS-5-P-2026,Taylor Stitch,Accessories,The 5-Panel Cap in Heather Sable Wool Blend,58.0
INF-TYS-5-P-2026,Taylor Stitch,Accessories,The 5-Panel Cap in Heather Coal Wool Blend,58.0
INF-TYS-5-P-2026,Taylor Stitch,Accessories,The 5-Panel Cap in Field Olive Reverse Sateen,48.0
INF-TYS-SAD-2026,Taylor Stitch,Wovens,The Saddler Shirt in Burnt Caramel Check Wool,94.8
INF-TYS-SAD-2026,Taylor Stitch,Wovens,The Saddler Shirt in Ash Check Wool,94.8
INF-TYS-SAD-2026,Taylor Stitch,Wovens,The Saddler Shirt in Midnight Check Wool,94.8
INF-TYS-MOR-2026,Taylor Stitch,Bottoms,The Morse Pant in Smoked Olive Herringbone,76.8
INF-TYS-MOR-2026,Taylor Stitch,Bottoms,The Morse Pant in Soil Herringbone,89.6
INF-TYS-MOR-2026,Taylor Stitch,Bottoms,The Morse Pant in Rinsed Indigo Herringbone,76.8
INF-TYS-CAS-2026,Taylor Stitch,Knits,The Cascade Shawl Cardigan in Heather Marine,173.6
INF-TYS-BOM-2026,Taylor Stitch,Outerwear,The Bomber Jacket in Army Suede,698.0
INF-TYS-MAR-2026,Taylor Stitch,Wovens,The Maritime Shirt Jacket in Heather Charcoal,112.8
INF-TYS-MAR-2026,Taylor Stitch,Wovens,The Maritime Shirt Jacket in Olive Plaid,94.0
INF-TYS-MAR-2026,Taylor Stitch,Wovens,The Maritime Shirt Jacket in Ash Twill,112.8
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Mariner Coat in Dark Navy Wool,268.8
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic 5-Pocket Pant in Fatigue Olive Corduroy,82.8
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic 5-Pocket Pant in Washed Khaki Corduroy,69.0
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Army Herringbone Wool,148.8
INF-TYS-MIL-2026,Taylor Stitch,Outerwear,The Miller Shirt Jacket in Smoked Olive Dry Wax,142.8
INF-TYS-POR-2026,Taylor Stitch,Knits,The Portola Bomber in Midnight Merino,138.6
INF-TYS-POR-2026,Taylor Stitch,Knits,The Portola Bomber in Heather Loden Merino,138.6
INF-TYS-POR-2026,Taylor Stitch,Knits,The Portola Hoodie in Heather Loden Merino,138.6
INF-TYS-POR-2026,Taylor Stitch,Knits,The Portola Hoodie in Midnight Merino,138.6
INF-TYS-EDD-2026,Taylor Stitch,Knits,The Eddy Cardigan in Heather Marine Herringbone,78.96
INF-TYS-CED-2026,Taylor Stitch,Accessories,The Cedar Hex Pencil (12-Pack),18.0
INF-TYS-UPL-2026,Taylor Stitch,Outerwear,The Upland Jacket in Aged Penny Chipped Canvas,109.0
INF-TYS-TEX-2026,Taylor Stitch,Accessories,The Textured Knit Scarf in Heather Coal Merino,82.6
INF-TYS-TEX-2026,Taylor Stitch,Accessories,The Textured Knit Scarf in Heather Navy Merino,70.8
INF-TYS-SHA-2026,Taylor Stitch,Accessories,The Shawl Robe in Heather Midnight Quilted Jersey,188.0
INF-TYS-APR-2026,Taylor Stitch,Knits,The Apres Zip Hoodie in Fatigue Olive Quilted Jersey,96.6
INF-TYS-APR-2026,Taylor Stitch,Knits,The Apres Zip Hoodie in Heather Midnight Quilted Jersey,103.6
INF-TYS-WOR-2026,Taylor Stitch,Bottoms,The Workhorse Pant in Aged Penny Chipped Canvas,88.8
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Heather Fatigue Olive Quilted Jersey,118.0
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Jacket in Coal Chipped Canvas,248.0
INF-TYS-WOR-2026,Taylor Stitch,Outerwear,The Workhorse Jacket in Stone Chipped Canvas,114.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Jean in Rigid Black Organic Selvedge,106.8
INF-TYS-EVA-2026,Taylor Stitch,Outerwear,The Evans Blazer in Forest Birdseye Wool,87.36
INF-TYS-CAM-2026,Taylor Stitch,Outerwear,The Campus Jacket in Burgundy Moleskin,118.8
INF-TYS-CAM-2026,Taylor Stitch,Outerwear,The Campus Jacket in Grey Moleskin,138.6
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in Rigid Black Organic Selvedge,106.8
INF-TYS-TOM-2026,Taylor Stitch,Bottoms,The Tommie Pant in Faded Black,72.52
INF-TYS-TOM-2026,Taylor Stitch,Bottoms,The Tommie Pant in Fatigue Olive,88.8
INF-TYS-PAT-2026,Taylor Stitch,Outerwear,The Patchwork Overshirt in Ash Tweed,278.0
INF-TYS-FEN-2026,Taylor Stitch,Outerwear,The Fender Jacket in Coal Dry Wax,148.8
INF-TYS-TEX-2026,Taylor Stitch,Accessories,The Textured Knit Beanie in Heather Loden Merino,54.6
INF-TYS-TEX-2026,Taylor Stitch,Accessories,The Textured Knit Beanie in Heather Coal Merino,54.6
INF-TYS-TEX-2026,Taylor Stitch,Accessories,The Textured Knit Beanie in Heather Navy Merino,54.6
INF-TYS-FIS-2026,Taylor Stitch,Knits,The Fisherman Sweater in Dark Navy Merino,142.8
INF-TYS-ORR-2026,Taylor Stitch,Knits,The Orr Sweater in Marled Oat Merino,166.6
INF-TYS-CPO-2026,Taylor Stitch,Wovens,The CPO Shirt in Dark Brick Plaid Wool,117.6
INF-TYS-CPO-2026,Taylor Stitch,Wovens,The CPO Shirt in Marine Tweed Wool,100.8
INF-TYS-TEX-2026,Taylor Stitch,Accessories,The Textured Knit Scarf in Heather Loden Merino,70.8
INF-TYS-TWI-2026,Taylor Stitch,Accessories,The Twisted Cuff in Brass,88.0
INF-TYS-HAM-2026,Taylor Stitch,Accessories,The Hammered Cuff in Sterling Silver,118.0
INF-TYS-HAM-2026,Taylor Stitch,Accessories,The Hammered Cuff in Copper,78.0
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Dark Navy Corduroy,88.8
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Camel Corduroy,88.8
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Waffle Henley in Vintage White,50.4
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Army Herringbone Wool,188.0
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Navy Nep Wool,100.8
INF-TYS-SEA-2026,Taylor Stitch,Knits,The Seafarer Sweater in Atlantic Blue Donegal,124.6
INF-TYS-STE-2026,Taylor Stitch,Bottoms,The Stevens Trouser in Slate Herringbone Wool,138.6
INF-TYS-STE-2026,Taylor Stitch,Outerwear,The Stevens Sportcoat in Slate Herringbone Wool,238.8
INF-TYS-GOO-2026,Taylor Stitch,Bottoms,The Good Acre Chore Pant in Tan Canvas,178.0
INF-TYS-GOO-2026,Taylor Stitch,Outerwear,The Good Acre Forge Overshirt in Black Canvas,152.6
INF-TYS-SID-2026,Taylor Stitch,Knits,The Sidecountry Crew in Heather Fog Merino Waffle,188.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Smoked Olive Oxford,128.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Blackwatch Plaid,81.0
INF-TYS-MIN-2026,Taylor Stitch,Accessories,The Minimalist Billfold Wallet in Black,49.0
INF-TYS-MIN-2026,Taylor Stitch,Accessories,The Minimalist Wallet in Black,34.8
INF-TYS-MIN-2026,Taylor Stitch,Accessories,The Minimalist Wallet in Brown,34.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Olive Plaid,82.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Heather Granite Plaid,96.6
INF-TYS-SID-2026,Taylor Stitch,Knits,The Sidecountry Sweater in Heather Coffee Merino Waffle,112.8
INF-TYS-SID-2026,Taylor Stitch,Knits,The Sidecountry Sweater in Heather Coal Merino Waffle,188.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Soil Waffle,89.6
INF-TYS-EVA-2026,Taylor Stitch,Wovens,The Evans Overshirt in Navy Birdseye Wool,117.6
INF-TYS-EVA-2026,Taylor Stitch,Wovens,The Evans Overshirt in Charcoal Birdseye Wool,117.6
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Maritime Shirt Jacket in Fatigue Olive Moleskin Twill,131.6
INF-TYS-MAR-2026,Taylor Stitch,Outerwear,The Maritime Shirt Jacket in Faded Black Moleskin Twill,131.6
INF-TYS-CAR-2026,Taylor Stitch,Bottoms,The Carnegie Pant in Soil Corduroy,100.8
INF-TYS-PAT-2026,Taylor Stitch,Accessories,The Pathfinder Cap in Khaki Dry Wax,26.6
INF-TYS-PAT-2026,Taylor Stitch,Accessories,The Pathfinder Cap in Fatigue Olive Dry Wax,26.6
INF-TYS-FAL-2026,Taylor Stitch,Wovens,The Fall Line Overshirt in Heather Coal Quilted Jersey,110.6
INF-TYS-FAL-2026,Taylor Stitch,Wovens,The Fall Line Overshirt in Heather Ash Quilted Jersey,110.6
INF-TYS-EMB-2026,Taylor Stitch,Outerwear,The Ember Jacket in Dark Navy Quilted Nylon,99.0
INF-TYS-FIS-2026,Taylor Stitch,Knits,The Fisherman Shawl Cardigan in Heather Oat Merino,248.0
INF-TYS-EXP-2026,Taylor Stitch,Outerwear,The Explorer Jacket in Red Wine Dry Wax,196.8
INF-TYS-SAD-2026,Taylor Stitch,Wovens,The Saddler Shirt in Bark Print Broken Twill,82.8
INF-TYS-SAD-2026,Taylor Stitch,Wovens,The Saddler Shirt in Indigo Broken Twill,96.6
INF-TYS-HEA-2026,None,Knits,The Heavy Bag Tee in Agua Print,29.0
INF-TYS-BRE-2026,Taylor Stitch,Outerwear,The Breaker Overshirt in Ash,150.4
INF-TYS-ATE-2026,Taylor Stitch,Bottoms,The Atelier and Repairs Chino in Navy,176.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Tee in Dried Cherry,27.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Tee in Heather Oat,55.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Henley in Sage,45.5
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Henley in Heather Oat,65.0
INF-TYS-APR-2026,Taylor Stitch,Bottoms,The Apres Pant in Washed Indigo Sashiko,128.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in Mid Wash Organic Selvedge,178.0
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Jean in Mid Wash Organic Selvedge,178.0
INF-TYS-DEM-2026,Taylor Stitch,Bottoms,The Democratic Jean in Rigid Organic Selvedge,124.6
INF-TYS-SLI-2026,Taylor Stitch,Bottoms,The Slim Jean in Rigid Organic Selvedge,124.6
INF-TYS-ABL-2026,Taylor Stitch,Outerwear,The Able Jacket in Soil Quilted Nylon,118.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Chestnut Plaid,96.6
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in River Plaid,82.8
INF-TYS-INS-2026,Taylor Stitch,Outerwear,The Insulated Bomber Jacket in Coal Dry Wax,187.6
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Coal Waxed Canvas,178.8
INF-TYS-LON-2026,Taylor Stitch,Outerwear,The Long Haul Jacket in Dark Khaki Waxed Canvas,178.8
INF-TYS-UTI-2026,Taylor Stitch,Wovens,The Utility Shirt in Navy Sashiko,148.0
INF-TYS-LOD-2026,Taylor Stitch,Knits,The Lodge Sweater in Sand Donegal,117.6
INF-TYS-LOD-2026,Taylor Stitch,Knits,The Lodge Sweater in Timber Donegal,117.6
INF-TYS-LOD-2026,Taylor Stitch,Knits,The Lodge Sweater in Bonfire Donegal,117.6
INF-TYS-BAN-2026,Taylor Stitch,Accessories,The Bandana in Arid Camo,32.0
INF-TYS-BAN-2026,Taylor Stitch,Accessories,The Bandana in Heritage Blue,28.0
INF-TYS-SUR-2026,Taylor Stitch,Bottoms,The Surplus Pant in Khaki Reverse Sateen,76.8
INF-TYS-BRE-2026,Taylor Stitch,Bottoms,The Breakwater Pant in Nutmeg Donegal,128.0
INF-TYS-BRE-2026,Taylor Stitch,Bottoms,The Breakwater Pant in Oat Donegal,82.6
INF-TYS-SUR-2026,Taylor Stitch,Wovens,The Surplus Shirt in Field Khaki Reverse Sateen,148.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Rinsed Indigo Plaid,76.8
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Rinsed Indigo Stripe,132.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Short Sleeve Crew in Dark Navy Waffle,70.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Short Sleeve Crew in Burgundy Waffle,42.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Short Sleeve Crew in Vintage White Waffle,70.0
INF-TYS-MOR-2026,Taylor Stitch,Knits,The Morgan Crewneck in Natural Slub Stripe,75.6
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve Davis Shirt in Embroidered Natural,148.0
INF-TYS-PIT-2026,Taylor Stitch,Accessories,The Pit Viper Vase,400.0
INF-TYS-TOU-2026,Taylor Stitch,Accessories,The Tough Luck Tumbler,100.0
INF-TYS-OJA-2026,Taylor Stitch,Outerwear,The Ojai Jacket in Embroidered French Blue Herringbone,398.0
INF-TYS-HAR-2026,Taylor Stitch,Knits,The Harbor Sweater Jacket in Mahogany,118.8
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Tee in Heather Army,61.6
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Henley in Heather Army,115.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Nutmeg Donegal,128.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Twilight Plaid,128.0
INF-TYS-YOS-2026,Taylor Stitch,Wovens,The Yosemite Shirt in Bonfire Plaid,76.8
INF-TYS-PAT-2026,Taylor Stitch,Outerwear,The Pathfinder Jacket in Khaki Dry Wax,178.8
INF-TYS-WEB-2026,Taylor Stitch,Accessories,The Webbed Belt in Whiskey,61.6
INF-TYS-BRA-2026,Taylor Stitch,Accessories,The Braided Belt in Chocolate Suede,68.6
INF-TYS-BRA-2026,Taylor Stitch,Accessories,The Braided Belt in Tan Suede,68.6
INF-TYS-RUG-2026,Taylor Stitch,Knits,The Rugby Shirt in Dried Cherry Stripe,76.8
INF-TYS-RUG-2026,Taylor Stitch,Knits,The Rugby Shirt in Faded Black Stripe,89.6
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Polo in Heather Navy,118.0
INF-TYS-MER-2026,Taylor Stitch,Knits,The Merino Polo in Heather Black,82.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Heather Marine Pincord,89.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Heather Coal Pincord,89.6
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Belt in Whiskey,88.0
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Belt in Dark Brown,88.0
INF-TYS-FOU-2026,Taylor Stitch,Accessories,The Foundation Belt in Black,88.0
INF-TYS-BRA-2026,Taylor Stitch,Accessories,The Braided Belt in Whiskey,98.0
INF-TYS-BRA-2026,Taylor Stitch,Accessories,The Braided Belt in Dark Brown,98.0
INF-TYS-BRA-2026,Taylor Stitch,Accessories,The Braided Belt in Black,98.0
INF-TYS-MEC-2026,Taylor Stitch,Accessories,The Mechanical Pencil in Brass,52.0
INF-TYS-APR-2026,Taylor Stitch,Knits,The Apres Zip Hoodie in Graphite French Terry Twill,76.8
INF-TYS-APR-2026,Taylor Stitch,Knits,The Apres Zip Hoodie in Merlot French Terry Twill,76.8
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Wish You Were Here,45.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Deep Blue Plaid,89.6
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Mulch Plaid,89.6
INF-TYS-CRA-2026,Taylor Stitch,Knits,The Crawford Sweater in Charcoal,188.0
INF-TYS-HEA-2026,Taylor Stitch,Knits,The Headland Pullover Sweater in Marled Navy,138.0
INF-TYS-NIC-2026,Taylor Stitch,Knits,The Nichols Polo in Black Birdseye Merino,168.0
INF-TYS-JAC-2026,Taylor Stitch,Wovens,The Jack in Blue Sky Slub Cotton Linen,75.0
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Burgundy Linen Tweed,82.8
INF-TYS-LED-2026,Taylor Stitch,Wovens,The Ledge Shirt in Dark Navy Linen Tweed,82.8
INF-TYS-MAT-2026,Taylor Stitch,Bottoms,The Matlow Pant in Dark Navy Herringbone,82.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve Davis Shirt in Natural Palm Embroidery,76.8
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Black Coffee Stripe,22.5
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Tee in Fired Clay,28.0
INF-TYS-VAL-2026,Taylor Stitch,Knits,The Valencia Sweater Polo in Cilantro Rib,66.0
INF-TYS-COT-2026,Taylor Stitch,Knits,The Cotton Hemp Polo in Fired Clay,34.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve Jack in Natural Seersucker,64.8
INF-TYS-SHO-2026,Taylor Stitch,Wovens,The Short Sleeve Jack in Dried Cherry Seersucker,64.8
INF-TYS-THO-2026,Taylor Stitch,Bottoms,The Thomas Trouser in Coal Linen Twill,89.0
INF-TYS-PAL-2026,Taylor Stitch,Wovens,The Palmer Shirt in Cilantro,64.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Long Sleeve Tee in Churro Stripe,39.0
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Tee in Overcast,31.5
INF-TYS-ORG-2026,Taylor Stitch,Knits,The Organic Cotton Tee in Adobe,27.0
